38.758,155.282,159.168,158.451,159.315,-73.1746,-0.251303,-0.0692249,0.00521917,-27.0181,-157.839,53.6255,159.989,159.972,159.256,159.778,72.412,-0.000160092,0.0225671,-0.00879037,-21.2059,178.673,1
45.3736,158.157,159.168,158.451,159.315,-72.808,-0.083366,-0.069225,-0.0493796,-28.0529,-152.618,52.7484,159.989,159.972,159.256,159.778,72.5343,-0.000160152,0.022567,-0.00879023,-19.1799,-178.33,1
45.089,158.081,159.168,158.451,159.315,-72.8201,-0.0877647,-0.0692227,0.00521919,-27.9016,-152.36,52.7484,159.989,159.972,159.256,159.778,72.4987,-0.000160069,0.022567,-0.00879038,-19.2594,-178.579,1
45.089,158.081,159.168,158.451,159.315,-72.8201,-0.0877647,-0.0692227,0.00521919,-27.9016,-152.36,52.7484,159.989,159.972,159.256,159.778,72.4987,-0.000160069,0.022567,-0.00879038,-19.2594,-178.579,1
45.089,158.081,159.168,158.451,159.315,-72.8201,-0.0877647,-0.0692227,0.00521919,-27.9016,-152.36,52.7484,159.989,159.972,159.256,159.778,72.4987,-0.000160069,0.022567,-0.00879038,-19.2594,-178.579,1
45.089,158.081,159.168,158.451,159.315,-72.8201,-0.0877647,-0.0692227,0.00521919,-27.9016,-152.36,52.7484,159.989,159.972,159.256,159.778,72.4987,-0.000160069,0.022567,-0.00879038,-19.2594,-178.579,1
44.6214,158.006,159.168,158.451,159.315,-72.8322,-0.09219,-0.0692239,-0.0224129,-27.8903,-152.046,52.6828,159.989,159.972,159.256,159.778,72.7519,-0.000160063,0.022567,-0.00879025,-19.4775,-179.221,1
44.6465,157.866,159.168,158.451,159.315,-72.8543,0.0603501,-0.0692235,0.00521793,-27.9546,-151.751,52.6152,159.989,159.972,159.256,159.778,72.4987,-0.000160084,0.0187164,-0.00879029,-19.5419,179.79,1
44.9273,158.162,159.168,158.451,159.315,-72.7849,-0.0847667,-0.0692237,0.00521884,-28.4531,-152.208,52.4567,159.989,159.972,159.256,159.778,72.5213,-0.000160093,0.022567,-0.00879027,-19.021,179.864,1
45.0253,158.381,159.168,158.451,159.315,-72.7717,-0.0702578,-0.0692238,0.00521928,-28.2666,-152.871,52.6136,159.989,159.972,159.256,159.778,72.4987,-0.000160094,0.022567,-0.00879028,-18.7958,-179.928,1
45.0253,158.381,159.168,158.451,159.315,-72.7717,-0.0702578,-0.0692238,0.00521928,-28.2666,-152.871,52.6136,159.989,159.972,159.256,159.778,72.4987,-0.000160094,0.022567,-0.00879028,-18.7958,-179.928,1
45.0253,158.381,159.168,158.451,159.315,-72.7717,-0.0702578,-0.0692238,0.00521928,-28.2666,-152.871,52.6136,159.989,159.972,159.256,159.778,72.4987,-0.000160094,0.022567,-0.00879028,-18.7958,-179.928,1
45.0253,158.381,159.168,158.451,159.315,-72.7717,-0.0702578,-0.0692238,0.00521928,-28.2666,-152.871,52.6136,159.989,159.972,159.256,159.778,72.4987,-0.000160094,0.022567,-0.00879028,-18.7958,-179.928,1
45.0718,158.491,159.168,158.451,159.315,-72.9546,-0.063844,-0.0692235,0.00521764,-28.3069,-152.976,52.4095,159.989,159.972,159.256,159.778,72.4987,-0.0556594,0.022567,-0.00879028,-18.8236,179.902,1
45.1419,158.634,159.168,158.451,159.315,-72.7302,0.0125649,-0.069224,0.00521828,-28.6052,-153.075,52.4833,159.989,159.972,159.256,159.778,72.4987,-0.0402255,0.022567,-0.00879029,-18.287,-179.656,1
44.8939,158.804,159.168,158.451,159.315,-72.7771,-0.0426395,-0.0692241,0.00521945,-28.1967,-153.861,51.81,159.989,159.972,159.256,159.778,72.4987,-0.000160134,0.0225671,-0.00879035,-17.5259,-178.143,1
44.3855,159.774,159.168,158.451,159.315,-72.6702,0.0187792,-0.0692239,0.00521744,-28.7273,-156.178,51.4071,159.989,159.972,159.256,159.778,72.4987,-0.000159887,0.0225669,-0.00879014,-16.5625,-176.836,1
44.2511,159.905,159.168,158.451,159.315,-72.5134,0.0187792,-0.0692239,0.00521744,-28.8889,-156.216,51.4071,159.989,159.972,159.256,159.778,72.4987,-0.000159887,0.0225669,-0.00879014,-16.5625,-176.836,1
44.2511,159.905,159.168,158.451,159.315,-72.5134,0.0187792,-0.0692239,0.00521744,-28.8889,-156.216,51.4071,159.989,159.972,159.256,159.778,72.4987,-0.000159887,0.0225669,-0.00879014,-16.5625,-176.836,1
44.2511,159.905,159.168,158.451,159.315,-72.5134,0.0187792,-0.0692239,0.00521744,-28.8889,-156.216,51.4071,159.989,159.972,159.256,159.778,72.4987,-0.000159887,0.0225669,-0.00879014,-16.5625,-176.836,1
44.5211,159.809,159.168,158.451,159.315,-72.5304,0.013149,-0.0692254,0.00521831,-29.1006,-156.2,51.1203,159.989,159.972,159.256,159.778,72.4987,-0.000160103,0.0225669,-0.00879022,-16.4542,-176.663,1
44.2477,159.933,159.168,158.451,159.315,-72.5085,0.0204073,-0.0692241,0.00521906,-29.9292,-155.168,51.1096,159.989,159.972,159.256,159.778,72.8775,-0.000160185,0.0225671,-0.00879035,-17.0855,-178.112,1
44.0866,159.817,159.168,158.451,159.315,-72.529,0.0136188,-0.0536531,0.0052185,-30.1721,-154.883,50.8761,159.989,159.972,159.256,159.778,72.4987,-0.000160102,0.022567,-0.0087903,-15.952,-178.853,1
